3440	8	7853
3015	0	2004
9703	9	9704
3575	3	5377
6418	5	6860
2380	4	3299
6717	5	6942
552	0	553
5251	9	10332
552	3	5228
8092	9	8727
3273	0	63
1273	0	608
4069	1	4070
771	7	7503
6439	5	6440
8038	9	8039
2080	0	137
2802	1	4171
5807	3	5365
3693	0	705
2651	8	7659
1082	3	5249
3145	0	139
2135	4	3145
5697	7	1361
8423	9	8424
6934	5	7218
1345	0	55
6499	5	6730
7057	5	7058
2836	0	9
2651	0	1572
8473	9	9303
9806	9	9807
9996	9	9997
671	4	1122
1155	2	5079
1109	9	8796
2838	6	3967
9441	9	9442
9428	9	9429
7766	8	7681
7805	8	7665
9840	9	9841
8986	9	6532
1283	4	2980
6418	5	6747
4055	5	6911
6650	5	6651
263	3	5736
2558	8	7820
406	0	407
1546	7	79
4038	1	4002
822	0	295
2132	7	103
1356	3	5256
4907	2	4489
7646	7	194
3014	9	9041
7603	7	917
6379	5	6380
7882	9	9973
2254	9	9627
2594	4	70
6470	5	6471
457	2	4485
10586	9	10587
2111	0	923
1143	9	9959
3293	4	565
7260	5	6609
1457	9	9479
5420	3	5305
2719	4	1030
6021	4	596
5279	3	5179
7328	5	7236
6550	5	6551
2065	4	1777
3700	4	1000
3254	3	5239
8229	9	8230
3546	0	424
2254	9	8846
6172	4	6173
1301	4	3675
2498	4	3459
5974	7	135
8621	9	8622
2592	4	1599
3637	4	2459
9502	9	9503
7882	9	9743
2136	6	7436
10197	9	10198
8654	9	8655
162	4	2024
8967	9	8968
6736	5	6737
6836	5	6837
5822	3	5261
9678	9	9679
9237	9	9238
5998	4	5997
3083	9	8192
7457	6	3872
879	0	880
3494	8	7652
7532	8	7659
2252	0	1004
7193	5	6374
1231	4	6251
3089	7	624
4176	1	4177
2369	3	5426
3112	8	7800
262	9	9277
1991	8	7653
7219	5	7220
2342	4	3005
8174	9	8123
5620	3	5243
505	8	7665
6133	4	824
3522	4	6199
2482	9	10324
3665	0	245
7059	5	6423
2901	4	1562
1689	6	3957
7558	9	8898
2803	0	139
3445	0	608
2352	4	6216
7047	5	6396
6910	5	6784
9310	9	10492
8347	9	8544
8429	9	10140
2252	8	7659
8206	9	8207
7238	5	7239
4090	9	9004
10400	9	10401
1914	0	1349
652	3	5208
8952	9	8953
7901	9	7902
10280	9	10231
5841	3	5177
998	0	848
1592	3	5199
5042	2	5003
654	6	4020
5418	3	5271
5311	3	5694
7637	9	10580
3992	1	3993
6073	4	3416
2178	0	485
9299	9	9300
6147	7	7517
6702	5	6703
9361	9	9934
3474	4	3181
8454	9	8455
5956	3	5406
7636	8	7719
6542	5	6543
514	9	8290
1564	0	101
8552	9	8553
5955	3	5252
637	9	9855
982	4	2667
5916	9	9415
2344	9	10403
3489	9	10353
6261	4	882
9017	9	9018
7689	8	7654
7585	7	139
6093	4	1949
159	3	5220
623	4	206
6503	5	6504
2119	4	3315
3411	4	1418
7167	5	6999
1879	4	6101
2794	0	139
7627	9	8504
3343	4	2194
505	7	245
2088	4	1394
6546	5	7367
9357	9	9358
6638	5	7025
768	4	871
9923	9	9924
2637	4	634
2710	0	555
2456	6	4149
6955	5	6956
9694	9	9695
1449	4	1589
1058	9	8662
5924	3	5513
7533	8	7653
2515	9	8485
2669	4	3206
5705	7	7542
5473	9	7947
9957	9	8493
4217	1	4196
2466	4	3776
6546	5	6953
2151	4	1527
8226	9	8227
3339	8	7653
1355	8	7767
10153	9	8405
4958	2	4306
8016	9	8017
9333	9	9334
518	3	5594
3301	4	184
1318	0	390
4155	1	4156
8634	9	8635
7855	8	7712
4	6	3957
7601	8	7677
6648	5	6649
455	3	5250
572	7	573
8363	9	8364
286	1	4028
5482	3	5483
5937	3	5827
52	6	3870
3376	0	125
6137	4	119
10027	9	10028
2619	9	9284
1238	4	3227
2092	4	3784
6899	5	6900
2867	4	1184
4328	2	4819
3630	4	3566
5255	3	5256
8063	9	8064
1383	9	8567
4328	2	4703
8499	9	8500
6919	5	6868
7375	5	7376
1066	9	9302
9102	9	9103
2437	4	1943
10343	9	10344
98	4	3439
7253	5	7254
8374	9	9024
5789	3	5577
7647	7	7573
10033	9	10034
6501	5	6729
3990	1	3991
2196	4	6225
7562	8	7659
5420	3	5389
7997	9	7998
2420	7	757
2496	9	9449
5718	3	5224
3536	4	2200
508	8	7659
5993	9	8950
1501	0	889
1501	7	3
6232	4	3664
1890	4	743
3414	0	3415
734	9	8234
967	3	5367
1692	9	9269
7606	7	346
3512	8	7686
9313	9	9314
10154	9	10155
1149	4	493
2492	9	8256
5462	3	5228
3044	4	1479
10055	9	8906
3047	4	6085
3457	4	3037
4749	2	4487
8694	9	8695
9404	9	8285
3726	0	295
532	0	533
2820	8	7659
2598	0	83
5909	9	9774
5398	3	5179
6513	5	6514
7575	7	103
2030	4	3261
4193	1	4194
10039	9	10040
868	0	869
7893	9	8176
7151	5	7152
2774	8	7813
8482	9	8483
10444	9	10445
1527	0	147
8832	9	8833
6762	5	6605
2994	4	1670
3294	0	1173
5572	9	8814
3211	5	7049
10327	9	10328
4127	1	4128
1778	0	679
1639	0	253
7945	9	10094
4771	2	4509
1986	0	917
6656	5	6380
7773	8	7807
6793	5	6794
6546	5	7034
2421	0	935
2237	9	9981
5900	3	5516
7495	8	7852
5743	3	5179
7084	5	7085
3877	1	3878
6212	4	3375
2487	9	7879
6619	5	6620
1855	3	5589
8971	9	8972
7637	9	9195
6418	5	6765
5547	3	5179
4019	1	4190
527	0	55
2403	4	2564
3500	1	4072
832	3	5610
1870	3	5177
6315	4	6316
3223	3	5281
2726	3	5179
9115	9	9116
2369	0	2370
31	8	7685
8641	9	8642
2176	0	1158
1726	3	5662
4199	1	4200
5975	4	3554
10105	9	10106
1608	0	69
7802	8	7653
6602	5	6603
8374	9	8444
673	3	5198
1900	3	5169
9905	9	9906
9735	9	9736
2767	3	5177
2134	7	1303
6353	9	8891
8402	9	8403
1443	8	7778
10109	9	8906
3914	1	3915
7763	8	7731
7129	5	7130
3704	4	6201
3810	1	3811
6031	4	1610
1091	0	1092
10056	9	10057
10037	9	10038
8713	9	10341
1843	4	1560
2206	9	9689
6562	5	6563
5830	3	5177
6361	5	6362
2358	4	6177
912	4	554
7205	5	7206
3444	4	6010
95	3	5290
6443	5	6444
2744	6	3870
482	4	3102
9711	9	9712
6409	5	6410
112	4	963
7157	5	7158
216	7	388
3628	4	719
5350	3	5252
3697	3	5250
1376	0	1344
1566	8	7753
5954	3	5501
7786	8	7710
539	7	139
7825	8	7664
9246	9	9247
6002	4	6090
4328	2	4454
8381	9	8382
1726	3	5172
5863	3	5864
3749	9	9986
3802	3	5328
9250	9	9251
3317	9	9528
1291	8	7659
6034	4	3159
3086	0	1164
5574	3	5193
5466	3	5467
5626	3	5179
5795	3	5228
1686	4	1211
5718	7	3
3318	4	756
1407	0	83
8910	9	8911
1219	0	877
5769	3	5198
7506	7	1880
9038	9	9039
7471	6	3845
4745	2	4708
7836	8	7790
3939	1	3940
1779	0	1385
8492	9	8493
2328	0	139
2320	6	3957
2212	0	553
3515	8	7721
2788	4	1088
2619	9	9941
8251	9	8252
3590	0	438
9299	9	9729
859	4	6248
6857	5	6858
668	4	1221
9241	9	9242
9099	9	9100
3276	8	7657
1610	4	6031
1587	0	253
7855	8	7746
8533	9	199
1429	8	7684
7515	9	10236
3252	4	6243
8435	9	8436
1724	9	8177
2809	4	2224
2619	9	7869
8250	9	7993
9765	9	9766
7802	8	7796
641	0	642
4916	2	5067
2980	4	1283
6600	5	6601
8320	9	8034
46	4	1632
2981	3	5206
9471	9	9472
450	2	4520
8313	9	8314
10187	9	10188
8707	9	8708
9721	9	10275
6930	5	6931
1271	4	2090
6447	5	6448
9167	9	9168
2507	4	2514
3219	9	8565
796	0	529
2752	0	139
1888	9	8077
8221	9	8222
7401	5	6398
10474	9	7875
3647	8	7656
958	3	5179
9111	9	9112
238	9	9880
10468	9	10469
7718	8	7652
1739	4	595
562	9	10622
3592	7	540
2200	4	3536
6418	5	6467
4344	5	6925
2936	0	501
2445	3	5198
565	4	3293
2025	1	3819
720	4	6286
3328	9	9771
1150	9	9858
5977	4	5978
5844	3	5198
673	3	5377
1748	2	4739
9188	9	9189
1680	0	791
1645	8	7711
18	2	5029
3196	8	7813
1830	9	9319
487	0	139
7090	5	7091
287	4	1779
8102	9	8137
8456	9	8058
4630	2	4631
2372	7	555
5625	3	5179
461	9	9842
6457	5	7028
3918	1	3919
3696	3	5250
1270	4	6004
2363	9	8983
6546	5	7039
5624	3	5377
646	9	8324
3955	1	3956
1219	6	3848
8937	9	8938
1233	8	7663
8525	9	8526
6566	5	7145
9838	9	9839
3613	9	9854
8807	9	8808
3102	0	67
3050	8	7653
3712	0	705
7559	8	7781
6348	5	7387
5492	3	5179
788	2	4277
3045	0	139
8349	9	8350
6321	5	6322
2251	9	9780
6683	5	6684
2456	0	83
6288	4	6287
3174	1	4163
5938	9	9916
2929	0	3
3959	1	4073
1773	7	101
2090	0	1272
619	4	3184
10463	9	10464
192	4	261
7838	8	7835
1148	4	907
95	0	96
773	0	199
807	0	808
10604	9	10605
7458	7	67
7471	6	3813
1438	4	391
4453	2	4317
6575	5	6433
82	4	3535
1810	8	7653
6303	4	929
117	0	118
2701	2	4335
2806	4	3314
527	2	4489
2446	4	231
3606	4	1985
772	6	7460
8560	9	8561
6546	5	6659
3356	4	6057
9666	9	9285
1671	8	7657
6676	5	7116
3810	1	3847
3529	0	838
180	4	2376
3730	6	3940
6284	4	2951
3314	0	79
1263	4	2740
6623	5	6663
5553	9	8759
1165	4	158
3958	1	3870
3404	7	168
1034	6	7446
3905	1	3943
743	0	744
2003	6	3997
2557	4	2876
2744	3	5244
6861	5	6862
4007	1	4008
2976	4	2233
2281	4	716
9139	9	9140
6291	7	295
6248	7	103
8320	9	8135
7097	5	7098
3697	0	1044
1462	0	1289
3536	0	67
1069	0	975
2041	7	836
3217	8	7654
3374	2	4254
7825	8	7652
2787	7	7509
6546	5	7031
450	2	4823
5436	3	5177
7494	8	7860
1309	0	390
2480	0	764
1705	0	285
8946	9	8947
5515	4	5216
5844	3	5538
6053	4	6052
7450	7	7524
443	4	2405
5927	3	5307
570	0	155
3284	4	2713
1846	4	1998
5573	3	5254
1539	4	2433
3165	7	573
3348	4	564
5865	3	5387
3989	1	4197
3643	0	67
9861	9	9862
1348	7	2306
5850	3	5479
5393	3	5460
9123	9	9124
3745	0	123
3016	3	5453
5787	3	5788
1319	0	212
2914	1	4161
7042	5	7037
8368	9	8369
4862	2	4735
341	4	726
7893	9	8295
3026	0	402
2666	3	5943
1608	4	451
2666	3	5185
9474	9	9475
3812	1	3885
502	5	6662
3419	3	5707
6115	4	6114
1251	3	5214
2286	0	101
4077	1	4078
8521	9	8522
617	3	5289
5359	3	5248
8021	9	10373
3230	0	631
8637	9	8638
2797	9	7988
132	2	4489
1787	4	1163
5830	3	5389
5958	3	5377
7491	8	7659
6859	5	6777
7480	7	2122
7341	5	7342
3661	4	1948
9784	9	9785
3292	3	5546
10421	9	10422
1189	4	2504
6244	4	6245
2588	8	7712
5218	3	5204
2845	3	5725
9393	9	9394
9275	9	9276
6546	5	7329
3952	1	3953
2614	3	5532
3746	4	3427
2066	3	5191
606	7	1929
6381	5	6382
3879	1	3880
688	4	2164
9198	9	9199
4134	1	4135
1384	4	3794
5591	7	529
9153	9	9427
7882	9	10249
1427	8	7856
8343	9	8344
707	9	8585
8738	9	8739
5799	3	5503
2313	5	6709
8647	9	8648
175	4	1083
1317	4	3305
8	0	9
9184	9	9185
7054	5	7055
8102	9	9172
4468	2	4261
10502	9	10503
5357	3	5358
5323	3	5293
425	4	3475
2357	9	10075
4673	2	4667
1460	4	6273
6140	4	6139
6323	5	6849
6062	4	6061
9097	9	9098
8981	9	8982
5885	6	3924
3521	3	5336
896	4	3097
788	2	4593
3447	0	299
5210	3	5198
1936	6	7459
8215	9	8216
7516	8	7672
8158	9	8646
10180	9	10181
3801	4	1099
6745	5	6746
5704	3	5800
708	0	139
3663	4	3710
8051	9	8052
5218	3	5569
10480	9	10481
2482	9	8577
3362	4	486
2932	4	3167
9706	9	6328
8772	9	8773
7099	5	6358
355	4	576
6385	5	7173
10126	9	10127
5549	3	5817
5471	7	2518
2719	0	1487
10388	9	10389
2449	0	139
6122	7	1340
3649	0	1
6399	5	6929
7928	9	7929
2787	4	2598
8404	9	8405
2812	8	7659
4611	2	4370
3251	0	57
3124	4	3103
571	4	5986
1971	4	3226
5626	3	5177
865	4	2265
1505	8	7656
5783	7	111
7930	9	7931
1973	6	7459
2325	4	789
1823	6	7446
2339	1	4043
1423	4	1801
10615	9	9234
1011	3	5193
4444	2	4632
2265	4	865
2766	4	2513
3643	4	6275
3928	1	3929
1485	6	3848
8279	9	8280
10549	9	10229
1850	0	555
1111	7	3
5510	3	5477
3099	0	1241
3103	4	3124
148	4	3009
3501	3	5417
3434	3	5256
10342	9	7993
8060	9	8061
7451	6	3845
2024	7	163
9848	9	9849
1062	0	9
3407	7	57
5919	4	6279
2244	4	6076
2456	3	5268
5512	3	5513
5526	3	5494
7507	8	7783
182	0	183
2233	4	2976
2630	3	5170
3323	4	1537
1949	0	971
1962	4	2721
4112	9	9918
1677	4	1476
3011	4	6146
3986	1	3987
9071	9	9072
2715	6	7436
3798	0	738
3500	1	4051
6112	4	1278
1206	8	7779
1959	8	7739
2946	9	9119
4117	1	4066
1746	0	644
4630	2	4466
2937	4	6295
1958	4	1624
1599	7	985
6130	4	2759
302	7	83
5499	3	5321
4907	2	5068
1443	8	7730
7515	9	9713
2679	0	265
713	3	5758
4167	9	10523
1267	7	103
2018	4	1039
6865	5	6866
611	8	7659
3251	7	139
5708	7	217
2650	4	933
3615	9	9867
8948	9	8949
9670	9	9671
9048	9	9049
4053	1	4054
1522	6	3848
1914	3	5477
9175	9	9440
2087	9	9557
3046	3	5516
500	4	3085
3317	9	8501
5171	3	5389
1025	8	7728
3766	1	4098
2199	8	7740
2536	9	9261
2209	3	5214
6198	4	1010
1858	0	346
7210	5	7211
5883	3	5774
2661	4	2832
1851	4	3308
6938	5	6806
2600	9	10193
4056	1	4057
3321	0	15
1136	1	3831
5708	3	5567
3009	4	148
6926	5	6466
3374	2	4513
6221	4	3634
2392	4	321
1523	9	8037
5285	3	5307
2474	7	1641
1860	4	3458
78	4	771
1097	4	3768
3179	4	2175
2180	8	7690
854	3	5221
607	3	5658
6811	5	6421
1981	4	2718
7540	8	7724
8337	9	8338
10508	9	10509
2206	9	9296
981	4	6176
2818	4	651
1717	4	3614
350	7	1077
1832	4	6060
7488	8	7659
4681	2	5070
1603	5	7225
3206	4	2669
8826	9	8135
2274	0	187
7798	8	7677
2510	7	1493
5828	3	5208
5462	7	139
10588	9	10589
6418	5	7310
4131	1	4152
493	4	1149
1025	0	1026
3228	0	101
7526	7	3
1516	0	1158
2937	0	83
9141	9	9142
116	3	5305
6192	4	3138
2606	3	5874
1402	4	1631
314	8	7813
314	8	7655
3552	4	2077
3468	3	5467
1646	8	7653
3665	2	4762
3085	7	1287
3989	1	3871
4136	5	7164
9603	9	9604
1055	2	4253
2468	4	6017
5865	7	1667
8634	9	10510
7906	9	7907
221	0	222
2911	8	7677
3681	2	4472
10286	9	10287
6533	5	6454
5900	3	5243
1803	0	79
6331	5	6332
3509	4	1781
84	4	1332
7110	5	7111
3032	0	1209
5285	3	5286
2722	0	26
2681	0	515
9259	9	10475
7515	9	10348
7893	9	7894
4178	1	4179
834	2	5010
9652	9	9653
7805	8	7677
2271	0	2272
5270	3	5309
9389	9	9390
3714	3	5485
1282	7	1478
450	2	4240
2806	0	435
2213	9	8874
5287	9	7925
4009	1	4157
7818	8	7813
9943	9	9944
7584	8	7734
9043	9	9044
1336	2	4392
1430	9	9980
7258	5	7259
4044	1	3924
6501	5	6502
1049	0	17
8429	9	8954
2178	3	5179
2238	0	785
3171	3	5224
6809	5	6810
3401	0	55
1668	4	88
3690	4	1345
9386	9	9684
6723	5	6759
5730	3	5300
2172	3	5208
4361	2	4371
7514	7	214
8848	9	8849
3141	2	4954
5574	3	5176
4473	2	4541
124	9	10522
467	0	240
860	4	593
5564	3	5179
188	4	2420
2226	4	106
8	7	1028
1461	7	1636
409	9	8104
8107	9	8108
7577	8	7795
5255	3	5384
8605	9	8606
3080	4	1700
7061	5	7064
3657	4	320
8429	9	9686
7741	8	7833
6608	5	6609
8154	9	9001
2357	9	9705
5590	3	5194
382	4	476
3394	6	3813
5955	3	5864
6281	7	7542
1811	4	2665
3214	4	1893
5946	3	5193
1389	0	390
741	4	3639
2067	4	723
876	9	9009
6932	5	6402
8142	9	8143
5537	6	3957
4090	9	10278
2577	4	6222
7867	9	7868
768	0	9
1893	7	79
5713	3	5503
5759	3	5198
2156	6	7456
5578	3	5485
6546	5	6547
9714	9	9715
2707	8	7657
842	0	843
7738	8	7654
10602	9	8179
5862	9	10246
181	7	103
4746	2	4992
8883	9	8884
5980	4	3207
539	8	7653
10424	9	10425
10302	9	10303
5544	3	5648
7518	7	806
6089	4	3283
3619	3	5391
4014	1	4035
7144	5	6981
8180	9	8181
1260	7	555
2245	4	3079
1211	0	147
1072	2	4663
563	0	247
2880	2	4963
3517	4	965
2917	4	3354
6313	7	55
3302	7	7519
511	2	4921
5316	7	626
778	2	4272
1409	2	4524
7640	8	7663
481	8	7668
1650	2	4632
2771	4	523
444	4	1181
2581	2	4547
4523	2	4685
2631	2	4526
1109	7	139
3729	4	3449
3712	8	7654
517	3	5319
1129	0	1130
107	7	1478
3170	7	103
9386	9	9387
8473	9	7921
10437	9	9964
3384	2	5090
562	9	8825
2763	6	3913
7727	8	7685
2860	2	4824
6126	7	7502
4385	2	4769
3416	7	295
2431	2	4352
7607	8	7677
3087	3	5181
3395	8	7665
1314	7	207
1397	2	4515
10528	9	10529
1339	8	7668
4480	2	4538
4749	2	4769
743	4	1890
2644	8	7679
5392	3	5330
5975	4	3172
2987	4	1595
671	0	672
859	0	275
805	2	4878
3100	7	94
4332	2	4936
9054	9	9055
3567	3	5269
343	0	139
2413	8	7669
686	9	9488
4282	2	4875
9042	9	7921
1993	3	5168
7545	8	7659
6781	5	6782
3428	7	323
1067	2	4888
1915	0	69
3349	8	7656
7537	7	540
6170	7	1478
4421	2	4386
3336	3	5562
3117	0	281
4611	2	4651
5797	7	295
4772	2	4310
2620	0	3
92	8	7657
6210	4	1975
4752	2	4512
4433	2	4757
2933	8	7740
33	0	3
4457	2	4610
2859	2	4736
2472	8	7717
3012	7	1385
1669	2	4447
2771	0	940
7928	9	8259
3130	0	30
3905	3	5261
1678	3	5542
5683	3	5339
4622	2	4604
5697	3	5256
2140	2	4284
2001	3	5256
1988	0	301
2146	4	1932
4375	2	4408
2991	0	818
6088	7	168
6176	7	667
7349	5	7350
3527	2	4501
695	0	696
1932	0	258
3361	0	101
1296	7	17
3742	4	1876
4365	2	5097
5598	3	5360
132	2	4441
2576	3	5871
1679	2	4504
6286	7	103
1395	4	416
3381	6	3886
3571	0	139
2724	3	5198
3222	2	4452
1673	4	623
3473	3	5246
4500	2	4639
7857	8	7835
3210	4	984
1996	4	1147
4419	2	4430
1236	2	4552
3429	6	7446
2003	1	3940
835	3	5467
3613	9	9422
6202	4	6203
8475	9	8354
6138	4	2352
2404	4	1519
7160	5	7161
3162	3	5198
675	0	277
6770	5	6324
